price,size,price/size,balcony,juliet_balcony,basement,terrace,loggia,yard,attic,floor,rooms,bathrooms,state,building_type,built_year,elevator,furnished,kitchen_separate,kitchen_kitchenette,kitchen_window,separate_restroom,shower,bathtub,bidet,bathroom_window,offering,date_listed,street,subdivision,borough
1980,51,38.8235294117647,1,0,0,0,0,0,0,2,2,,,,,,,0,0,,0,,,0,0,agency,2016-08-23,,Stare miasto,Stare miasto
1980,55,36,1,0,0,0,0,1,0,3,2,1,high standard,apartment building,2010,,1,0,1,,0,,,0,0,private,2011-11-28,Główna,Stabłowice,Fabryczna
1977,45,43.9333333333333,1,0,0,0,0,0,0,5,2,,good,block of flats,2009,,,0,1,,0,,,0,0,agency,2012-02-02,Kamienna,,Krzyki
1975,40,49.375,1,0,1,0,0,0,0,2,2,1,,,2012,,1,0,1,,0,,,0,0,agency,2020-10-13,Kunickiego,,Fabryczna
1960,44.1,44.4444444444444,0,0,0,0,0,0,0,5,2,,,,2017,1,,0,0,,0,,,0,0,agency,2018-05-15,Legionów,,Stare miasto
1960,46,42.6086956521739,0,0,1,0,0,0,0,0,2,1,,,1930,,1,0,0,,0,,,0,0,agency,2020-09-18,Grunwaldzka,,Stare miasto
1960,46,42.6086956521739,1,0,0,0,0,0,0,3,2,,,,,1,1,0,1,,0,,,0,0,agency,2018-05-22,,,Krzyki
1960,55,35.6363636363636,1,0,0,0,0,0,0,3,2,,,,2017,1,1,0,1,,0,,,0,0,agency,2019-06-21,Łanowa,,Krzyki
1960,55,35.6363636363636,1,0,1,0,0,0,0,1,2,1,very good,,,1,1,1,0,,0,,,0,0,private,2012-02-20,Zaporoska,,Krzyki
1950,20.5,95.1219512195122,1,0,0,0,0,0,0,7,1,1,high standard,block of flats,2020,1,1,0,1,,0,,,0,0,agency,2023-04-17,Legnicka,Szczepin,Stare miasto
1950,21,92.8571428571429,0,0,0,0,0,0,0,5,1,,,,1995,1,1,0,1,,0,,,0,0,agency,2023-06-12,Miarki,,Śródmieście
1950,22,88.6363636363636,1,0,1,0,0,0,0,1,1,,,,,,,0,0,,0,,,0,0,agency,2023-05-15,Borowska,,Krzyki
1950,22.72,85.8274647887324,0,0,0,0,0,0,0,2,1,,high standard,,1980,,1,0,1,,0,,,0,0,agency,2023-04-12,Ślężna,,Krzyki
1950,24,81.25,0,0,1,0,0,0,0,1,1,1,good,,1960,,1,1,0,1,0,,,0,0,agency,2023-06-15,Szczęśliwa,,Krzyki
1950,25,78,1,0,0,0,0,0,0,2,1,1,very good,,1900,,1,0,1,,0,,,0,0,agency,2022-01-30,Prusa,,Śródmieście
1950,25,78,1,0,0,0,0,0,0,4,1,,good,,,1,1,0,0,,0,,,0,0,agency,2023-02-08,Zarembowicza,,Fabryczna
1950,26,75,0,0,0,0,0,0,0,1,1,1,very good,,1900,,1,0,1,,0,,,0,0,agency,2022-01-03,Prusa,,Śródmieście
1950,26,75,1,0,0,0,0,0,0,5,1,1,very good,,2019,1,1,0,1,1,0,,,0,0,agency,2021-07-30,,,Stare miasto
1950,26,75,0,0,0,0,0,0,0,5,1,,,,,1,1,0,1,,0,,,0,0,agency,2019-04-10,,,
1950,27,72.2222222222222,1,0,0,0,0,0,0,2,1,,,,,1,1,1,0,,0,,,0,0,agency,2023-05-15,Ostrowskiego,Grabiszyn-Grabiszynek,Fabryczna
1950,27,72.2222222222222,1,0,0,0,0,0,0,1,1,1,very good,,2023,,1,0,0,1,0,,1,0,0,agency,2023-05-16,Drabika,,Krzyki
1950,27,72.2222222222222,0,0,0,0,0,0,0,2,1,,,,,,,0,0,,0,,,0,0,private,2022-11-29,Ostrowskiego,,Fabryczna
1950,28,69.6428571428571,0,0,0,0,0,0,0,3,1,1,,,2018,1,1,0,1,,0,,,0,0,agency,2019-06-05,,,
1950,29.24,66.6894664842681,1,0,1,0,0,0,0,4,1,,very good,,2016,,1,0,1,,0,,,0,0,agency,2023-05-27,Graniczna,,Fabryczna
1950,30,65,1,0,0,0,0,0,0,2,1,1,very good,,2019,1,1,0,0,0,0,1,,0,0,agency,2021-09-13,Dzierżonia,Oporów,Fabryczna
1950,30,65,1,0,0,0,0,0,0,,1,,,,,1,,0,1,,0,,,0,0,agency,2021-09-08,Grunwaldzka,Ołbin,Śródmieście
1950,30,65,1,0,0,0,0,0,0,7,1,,high standard,apartment building,2015,1,1,0,1,1,0,,,0,0,agency,2018-12-14,Kurkowa,Nadodrze,Śródmieście
1950,30,65,0,0,0,0,0,0,0,5,1,,high standard,,,,,0,1,,0,,,0,0,agency,2022-03-10,Grunwaldzka,,Śródmieście
1950,30,65,1,0,0,0,0,0,0,4,1,,,apartment building,2019,1,,0,0,,0,,,0,0,agency,2019-11-14,Legnicka,,Fabryczna
1950,30,65,1,0,0,0,0,0,0,2,1,,,apartment building,2019,1,,0,0,,0,,,0,0,agency,2019-08-15,Legnicka,,Fabryczna
1950,30,65,1,0,0,0,0,0,0,4,2,,very good,,,,,0,1,,0,,,0,0,agency,2022-02-14,Nowy targ,,Stare miasto
1950,30,65,0,0,0,0,0,0,0,3,1,1,,,,,1,0,0,,0,,,0,0,agency,2021-07-07,Rzeźnicza,,Stare miasto
1950,30,65,0,0,0,0,0,0,0,3,1,,high standard,,2018,1,,0,1,,0,,,0,0,agency,2020-07-30,,,
1950,30.5,63.9344262295082,0,0,0,1,0,1,0,0,1,1,very good,block of flats,2013,,1,0,1,,0,,,0,0,private,2021-05-23,Pilczyce,,Fabryczna
1950,32,60.9375,0,0,0,0,0,0,0,5,1,,,,2017,,,0,0,,0,,,0,0,agency,2018-02-12,Grunwaldzka,,Śródmieście
1950,32,60.9375,1,0,0,0,0,0,0,3,1,1,high standard,,2006,1,1,1,0,,0,,,0,0,agency,2023-05-13,Poleska,,Psie pole
1950,32,60.9375,0,0,0,0,0,0,0,5,1,,,,2017,1,1,0,1,,0,,,0,0,agency,2018-04-06,,,Śródmieście
1950,33,59.0909090909091,1,0,0,0,0,0,0,2,1,1,,apartment building,2021,1,1,0,1,,0,,,0,0,agency,2023-04-01,Nyska,Tarnogaj,Krzyki
1950,33,59.0909090909091,1,0,0,0,0,0,0,6,1,,,apartment building,2016,1,,0,1,,0,,,0,0,agency,2021-08-25,Dmowskiego,Plac grunwaldzki,Śródmieście
1950,33,59.0909090909091,0,0,0,0,0,0,0,3,2,,,,,,,0,1,,0,,,0,0,agency,2016-08-03,,,Stare miasto
1950,34,57.3529411764706,0,0,0,0,0,0,0,4,1,,high standard,apartment building,2021,,,0,0,,0,,,0,0,agency,2022-01-17,Nyska,,Krzyki
1950,34,57.3529411764706,0,0,0,0,0,0,0,4,2,,,,,,,0,0,,0,,,0,0,agency,2018-02-27,Prądzyńskiego,,Stare miasto
1950,34.5,56.5217391304348,0,0,1,0,0,0,0,4,2,,very good,townhouse,1930,,1,1,0,,0,,,0,0,agency,2021-08-13,Wysoka,,Stare miasto
1950,35,55.7142857142857,0,1,1,0,0,0,0,0,1,1,very good,block of flats,1980,,1,0,0,1,0,,,0,0,agency,2023-02-03,Głogowska,Szczepin,Stare miasto
1950,35,55.7142857142857,1,0,0,0,0,0,0,3,2,,,,2019,1,1,0,1,,0,,,0,0,agency,2021-05-31,Zgorzelecka,Szczepin,Stare miasto
1950,35,55.7142857142857,1,0,0,0,0,0,0,7,2,,,block of flats,2020,1,,0,1,,0,,,0,0,agency,2020-08-21,Rychtalska,Kleczków,Psie pole
1950,35,55.7142857142857,1,0,0,0,0,0,0,6,1,,,,1985,,,0,0,,0,,,0,0,private,2023-03-17,Bacciarellego,,Śródmieście
1950,35,55.7142857142857,1,0,0,0,0,0,0,4,2,,high standard,,2017,1,,0,1,,0,,,0,0,agency,2017-11-21,Bema,,Śródmieście
1950,35,55.7142857142857,1,0,0,0,0,0,0,2,2,1,high standard,apartment building,2017,1,1,0,1,,0,,,0,0,agency,2021-12-10,Jedności narodowej,,Śródmieście
1950,35,55.7142857142857,1,0,0,0,0,0,0,3,2,1,high standard,apartment building,2017,1,,0,1,,0,,,0,0,agency,2018-09-24,Na szańcach,,Śródmieście
1950,35,55.7142857142857,1,0,0,0,0,0,0,3,2,,high standard,apartment building,2017,1,,0,1,,0,,,0,0,agency,2017-11-21,Na szańcach,,Śródmieście
1950,35,55.7142857142857,0,0,0,0,0,0,0,0,2,1,high standard,apartment building,2017,1,,0,1,,0,,,0,0,agency,2017-11-16,Na szańcach,,Śródmieście
1950,35,55.7142857142857,0,0,0,0,0,0,0,2,2,,high standard,,1960,,,0,0,,0,,,0,0,agency,2018-11-05,Nowy targ,,Stare miasto
1950,35,55.7142857142857,0,0,0,0,0,0,0,4,1,,,,2005,,,0,0,,0,,,0,0,private,2023-06-13,Rybnicka,,Krzyki
1950,35,55.7142857142857,1,0,0,0,0,0,0,7,1,,very good,,2011,1,1,0,1,,0,,,0,0,agency,2018-12-17,Walońska,,Krzyki
1950,35,55.7142857142857,0,0,0,1,0,0,0,7,2,,very good,,,,,0,1,,0,,,0,0,agency,2020-08-23,Zakładowa,,Śródmieście
1950,35,55.7142857142857,1,0,1,0,0,0,0,4,2,,,,2018,1,1,0,1,,0,,,0,0,agency,2019-04-25,,,Śródmieście
1950,35.82,54.4388609715243,0,0,0,0,0,0,0,2,2,1,very good,block of flats,,,1,0,0,1,0,,,0,0,agency,2021-03-29,Kuźnicza,,Stare miasto
1950,35.82,54.4388609715243,0,0,1,0,0,0,0,2,2,1,high standard,,,,1,0,1,,0,,,0,0,agency,2021-03-21,Kuźnicza,,Stare miasto
1950,36,54.1666666666667,1,0,1,0,0,0,0,4,2,1,high standard,apartment building,2019,1,1,0,1,,0,,,0,0,agency,2020-08-15,Zakładowa,Kleczków,Psie pole
1950,36,54.1666666666667,1,0,0,0,0,0,0,3,2,1,very good,apartment building,2018,1,1,0,1,,0,,,0,0,agency,2019-01-23,Tęczowa,,Fabryczna
1950,36,54.1666666666667,1,0,0,0,0,0,0,2,1,1,good,,,1,1,0,1,,0,,,0,0,agency,2015-01-13,Władysława jagiełły,,Stare miasto
1950,36,54.1666666666667,1,0,1,0,0,0,0,4,2,1,high standard,,2018,1,1,0,1,,0,,,0,0,agency,2019-05-20,Zakładowa,,Śródmieście
1950,36,54.1666666666667,1,0,1,0,0,0,0,5,2,,,,2018,,1,0,1,,0,,,0,0,agency,2019-05-24,,,Śródmieście
1950,37,52.7027027027027,0,0,0,0,0,0,0,1,1,1,high standard,,1900,1,,0,1,,0,,,0,0,agency,2020-03-01,Komuny paryskiej,Przedmieście oławskie,Krzyki
1950,37,52.7027027027027,1,0,0,0,0,0,0,2,2,,,apartment building,2020,,,0,1,,0,,,0,0,agency,2020-12-07,Małopanewska,Popowice,Fabryczna
1950,37,52.7027027027027,1,0,0,0,0,0,0,5,1,,,,,,,0,1,,0,,,0,0,agency,2020-03-16,Małopanewska,Pawłowice,Psie pole
1950,37,52.7027027027027,0,0,0,0,0,0,0,6,2,,,block of flats,1980,1,,0,0,,0,,,0,0,agency,2023-05-12,Gwarecka,Kozanów,Fabryczna
1950,37,52.7027027027027,0,0,0,0,0,0,0,1,2,,,,,1,,0,0,,0,,,0,0,agency,2019-08-23,,Borek,Krzyki
1950,37,52.7027027027027,0,0,0,0,0,0,0,1,2,,,,,,,0,0,,0,,,0,0,agency,2018-04-20,Dmowskiego,,Stare miasto
1950,37,52.7027027027027,0,0,0,0,0,0,0,2,2,1,high standard,,,,,0,1,,0,,,0,0,agency,2020-08-27,Gwarna,,
1950,37,52.7027027027027,0,0,0,0,0,0,0,5,2,1,,block of flats,1998,,,0,0,,0,,,0,0,agency,2018-10-09,Szybka,,Krzyki
1950,37,52.7027027027027,0,0,0,0,0,0,0,3,2,,,,2017,1,,0,0,,0,,,0,0,agency,2020-04-16,,,
1950,38,51.3157894736842,1,0,1,0,0,0,0,6,2,,good,,,1,0,1,0,,0,,,0,0,private,2011-01-05,Grunwaldzki,Plac grunwaldzki,Śródmieście
1950,38,51.3157894736842,1,0,0,0,0,0,0,4,2,,,,,,,0,0,,0,,,0,0,agency,2020-02-15,Reymonta,Kleczków,Psie pole
1950,38,51.3157894736842,0,0,0,0,0,0,0,2,2,,,,,,,0,1,,0,,,0,0,agency,2019-05-25,Rymarska,Grabiszyn-Grabiszynek,Fabryczna
1950,38,51.3157894736842,1,0,0,0,0,0,0,5,2,1,,apartment building,2015,1,1,0,1,,0,,,0,0,agency,2020-09-28,Dawida,,Stare miasto
1950,38,51.3157894736842,0,0,1,0,0,0,0,2,2,1,very good,,2015,1,1,1,0,,0,,1,0,0,private,2020-06-18,Dubois,,Śródmieście
1950,38,51.3157894736842,1,0,0,0,0,0,0,5,2,1,,apartment building,2015,1,1,0,1,,0,,,0,0,agency,2020-09-11,Dyrekcyjna,,Stare miasto
1950,38,51.3157894736842,1,0,0,0,0,0,0,6,1,1,good,block of flats,2008,1,1,0,1,,0,,,0,0,agency,2013-02-07,Prusa,,Stare miasto
1950,38,51.3157894736842,0,0,0,0,0,0,0,3,2,,,,,1,1,0,1,,0,,,0,0,agency,2020-04-21,Sikorskiego,,Stare miasto
1950,38,51.3157894736842,1,0,1,0,0,0,0,2,2,,,block of flats,2016,,,0,1,,0,,,0,0,agency,2018-03-21,Zakładowa,,Śródmieście
1950,38,51.3157894736842,1,0,1,0,0,0,0,1,2,,,block of flats,2016,,,0,1,,0,,,0,0,agency,2017-05-04,Zakładowa,,Śródmieście
1950,38,51.3157894736842,0,0,0,0,0,0,0,0,2,1,high standard,,1980,,1,1,0,,0,,,0,0,private,2020-05-27,Zielińskiego,,Krzyki
1950,38,51.3157894736842,0,0,0,0,0,0,0,5,2,,,,,1,1,0,1,,0,,,0,0,agency,2019-06-24,,,Śródmieście
1950,38.1,51.1811023622047,0,0,0,0,0,0,0,5,2,1,high standard,townhouse,1996,1,1,0,1,,0,,,0,0,agency,2019-06-21,Szczytnicka,,Śródmieście
1950,38.5,50.6493506493507,0,0,1,0,0,0,0,3,2,1,high standard,block of flats,1970,1,1,0,0,,0,,,0,0,agency,2021-09-28,Drukarska,,Krzyki
1950,39,50,0,0,0,0,0,0,0,2,2,,very good,,2010,,1,0,0,,0,,,0,0,agency,2020-03-10,,Muchobór wielki,Fabryczna
1950,39,50,0,0,0,0,0,0,0,2,2,1,high standard,townhouse,1910,,,1,0,,0,,,0,0,agency,2018-11-26,Traugutta,,Krzyki
1950,39,50,0,0,0,0,0,0,0,4,2,,,,2017,,,0,0,,0,,,0,0,agency,2018-02-06,Zakładowa,,Śródmieście
1950,39,50,0,0,0,0,0,0,0,2,2,,very good,,2010,,1,0,0,,0,,,0,0,agency,2020-07-05,,,Fabryczna
1950,39.48,49.3920972644377,0,0,0,0,0,0,0,3,2,,,,2018,1,,0,0,,0,,,0,0,agency,2021-03-26,Tęczowa,,Stare miasto
1950,39.48,49.3920972644377,0,0,0,0,0,0,0,3,2,,,,2018,1,,0,0,,0,,,0,0,agency,2021-02-15,Tęczowa,,Stare miasto
1950,39.48,49.3920972644377,0,0,0,0,0,0,0,3,2,,,,2018,1,,0,0,,0,,,0,0,agency,2019-02-28,Tęczowa,,Fabryczna
1950,40,48.75,0,0,0,0,0,0,0,4,2,,,,2012,1,1,0,1,,0,,,0,0,agency,2021-07-29,Hallera,Borek,Krzyki
1950,40,48.75,1,0,0,0,0,0,0,3,2,,very good,block of flats,2014,,,0,1,,0,,,0,0,agency,2018-04-27,Dyrekcyjna,,Krzyki
1950,40,48.75,0,0,0,0,0,0,0,3,2,,,,1980,,1,0,1,,0,,,0,0,agency,2018-03-07,Grabiszyńska,,Fabryczna
1950,40,48.75,0,0,0,0,0,0,0,,2,,good,,,,,0,0,,0,,,0,0,agency,2018-05-15,Jesionowa,,Krzyki
1950,40,48.75,0,0,0,0,0,0,0,1,2,,,,,1,1,0,1,,0,,,0,0,agency,2021-02-22,Kiełbaśnicza,,Stare miasto
1950,40,48.75,1,0,0,0,0,0,0,2,2,,very good,,,,,0,1,,0,,,0,0,agency,2021-07-20,Kleczkowska,,Śródmieście
1950,40,48.75,1,0,0,0,0,0,0,,2,,,,,1,1,0,1,,0,,,0,0,agency,2020-07-22,Komuny paryskiej,,Krzyki
1950,40,48.75,0,0,0,0,0,0,0,5,2,,,,,1,1,0,1,,0,,,0,0,agency,2020-06-28,Komuny paryskiej,,Krzyki
1950,40,48.75,1,0,0,0,0,0,0,4,2,,,,,,1,0,1,,0,,,0,0,agency,2020-02-26,Legionów,,Stare miasto
1950,40,48.75,0,0,0,0,0,0,0,10,2,,very good,,1975,1,,0,0,1,0,,,0,0,agency,2018-09-16,Legnicka,,Fabryczna
1950,40,48.75,1,0,0,0,0,0,0,2,2,1,,apartment building,2019,1,1,0,1,,0,,,0,0,agency,2020-07-01,Mieszczańska,,Stare miasto
1950,40,48.75,1,0,0,0,0,0,0,3,2,,,,,,1,1,0,,0,,,0,0,agency,2018-04-25,Prądzyńskiego,,Krzyki
1950,40,48.75,1,0,0,0,0,0,0,2,2,,,,,1,1,0,1,,0,,,0,0,agency,2020-09-01,Solskiego,,Fabryczna
1950,40,48.75,0,0,0,0,0,0,0,2,2,,,,,,,0,0,,0,,,0,0,agency,2016-03-10,Śrutowa,,Stare miasto
1950,40,48.75,0,0,0,0,0,0,0,2,2,,,,,,1,1,0,,0,,,0,0,agency,2018-04-07,Świdnicka,,Stare miasto
1950,40,48.75,0,0,0,0,0,0,0,0,2,1,,,,,1,0,0,,0,,,0,0,agency,2019-06-04,,,
1950,40,48.75,1,0,0,0,0,0,0,2,1,,high standard,,,,,0,1,,0,,,0,0,agency,2017-10-03,,,Krzyki
1950,40,48.75,1,0,0,0,0,0,0,2,1,1,good,,,1,,0,1,,0,,,0,0,agency,2016-06-02,,,Stare miasto
1950,40,48.75,0,0,0,1,0,0,0,0,2,1,high standard,,,,,0,0,,0,,,0,0,agency,2014-03-12,,,Krzyki
1950,40,48.75,0,0,0,0,0,0,0,2,2,,good,,,,,0,0,,0,,,0,0,agency,2013-09-23,,,Stare miasto
1950,41,47.5609756097561,0,0,0,0,0,0,0,3,2,,,,,,,0,0,,0,,,0,0,agency,2023-06-18,Poleska,,Psie pole
1950,41,47.5609756097561,0,0,0,1,0,0,0,3,2,,,,,1,1,0,1,,0,,,0,0,agency,2020-05-05,Sikorskiego,,Stare miasto
1950,41,47.5609756097561,0,0,0,0,0,0,0,1,2,1,very good,block of flats,2013,1,1,1,0,,0,,,0,0,agency,2016-06-16,Wszystkich świętych,,Krzyki
1950,41.2,47.3300970873786,1,0,0,0,0,0,0,2,2,1,very good,block of flats,2016,1,1,0,1,1,0,,,0,0,agency,2018-02-16,,,Śródmieście
1950,42,46.4285714285714,1,0,0,0,0,0,0,1,2,,very good,,,,0,0,1,,0,,,0,0,agency,2022-02-10,Zwycięska,Ołtaszyn,Krzyki
1950,42,46.4285714285714,1,0,0,0,0,0,0,6,2,,good,,2020,1,1,1,0,,0,,,0,0,agency,2021-06-30,Słonimskiego,Kleczków,Psie pole
1950,42,46.4285714285714,0,0,1,1,0,0,0,0,2,1,,,,1,1,0,1,,0,,,0,0,agency,2021-05-05,Blacharska,,Krzyki
1950,42,46.4285714285714,0,0,0,0,0,0,0,3,2,1,high standard,,2016,1,1,0,1,,0,,,0,0,private,2019-04-24,Dubois,,Śródmieście
1950,42,46.4285714285714,0,0,0,0,0,0,0,,1,,very good,,2015,,,0,0,,0,,,0,0,agency,2019-04-02,Dubois,,Śródmieście
1950,42,46.4285714285714,0,0,0,0,0,0,0,,1,,very good,,2015,,,0,0,,0,,,0,0,agency,2018-09-22,Dubois,,Śródmieście
1950,42,46.4285714285714,0,0,0,0,0,0,0,,1,,very good,,2015,,,0,0,,0,,,0,0,agency,2017-10-04,Dubois,,Śródmieście
1950,42,46.4285714285714,0,0,0,0,0,0,0,0,2,,,,,,,0,0,,0,,,0,0,agency,2020-02-17,Kazimierza wielkiego,,Stare miasto
1950,42,46.4285714285714,0,0,0,0,0,0,0,,1,,very good,,2015,,,0,0,,0,,,0,0,agency,2016-09-09,,,Śródmieście
1950,42,46.4285714285714,0,0,0,0,0,0,0,,1,,very good,,2015,,,0,0,,0,,,0,0,agency,2015-12-17,,,Śródmieście
1950,42,46.4285714285714,1,0,0,0,0,0,0,1,2,,good,,,,,0,0,,0,,,0,0,agency,2015-10-28,,,Stare miasto
1950,42,46.4285714285714,1,0,0,0,0,0,0,1,,,good,,,,,0,0,,0,,,0,0,agency,2015-08-04,,,Stare miasto
1950,43,45.3488372093023,1,0,0,0,0,0,0,1,2,1,very good,,2020,,1,0,1,,0,,,0,0,agency,2021-05-22,Krakowska,Przedmieście oławskie,Krzyki
1950,43,45.3488372093023,1,0,0,0,0,0,0,5,2,,good,,,1,1,0,1,,0,,,0,0,agency,2021-06-30,Słonimskiego,Kleczków,Psie pole
1950,43,45.3488372093023,1,0,0,0,0,0,0,3,2,,very good,block of flats,1995,,,0,1,,0,,,0,0,agency,2021-08-22,,Borek,Krzyki
1950,43,45.3488372093023,0,0,1,0,0,0,0,4,2,1,,,,,1,0,0,,0,,,0,0,agency,2020-08-27,Kościuszki,,Krzyki
1950,43,45.3488372093023,0,0,0,0,0,0,0,2,2,,,,,1,1,0,0,,0,,,0,0,agency,2020-08-04,Międzyleska,,Krzyki
1950,43,45.3488372093023,0,0,0,0,0,0,0,6,2,,very good,apartment building,2002,1,1,0,0,,0,,,0,0,agency,2021-07-20,Mikołaja,,Stare miasto
1950,43,45.3488372093023,0,0,0,0,0,0,0,6,2,,very good,,2002,1,1,0,0,,0,,,0,0,agency,2020-07-28,Mikołaja,,Stare miasto
1950,43,45.3488372093023,1,0,0,0,0,0,0,4,2,,,apartment building,2018,1,1,0,1,,0,,,0,0,agency,2019-05-07,Niedźwiedzia,,Fabryczna
1950,43,45.3488372093023,1,0,0,0,0,0,0,5,2,1,,,2020,1,1,0,1,,0,,,0,0,agency,2021-05-07,Słomińskiego,,Śródmieście
1950,43,45.3488372093023,1,0,0,0,0,0,0,6,2,1,,apartment building,2020,1,1,0,0,,0,,,0,0,agency,2021-05-07,Słomińskiego,,Śródmieście
1950,43,45.3488372093023,0,0,0,0,0,0,0,4,2,,,,,1,1,0,0,,0,,,0,0,agency,2020-10-14,Władysława jagiełły,,Stare miasto
1950,43,45.3488372093023,1,0,0,0,0,0,0,2,2,,,,2017,1,1,0,1,,0,,,0,0,agency,2018-07-13,,,Krzyki
1950,43,45.3488372093023,0,0,0,0,0,0,0,2,2,,,,,1,1,0,1,,0,,,0,0,agency,2018-07-10,,,Stare miasto
1950,44,44.3181818181818,1,0,0,0,0,0,0,5,2,,,,,,,0,1,,0,,,0,0,agency,2020-11-07,Frydeckiego,Żerniki,Fabryczna
1950,44,44.3181818181818,0,0,0,0,0,1,0,0,2,,very good,,,,1,0,0,,0,,,0,0,agency,2020-05-21,Piękna,Huby,Krzyki
1950,44,44.3181818181818,1,0,0,0,0,0,0,8,2,1,high standard,,,1,,0,1,,0,,,0,0,agency,2020-10-29,Krakowska,,Krzyki
1950,44,44.3181818181818,1,0,0,0,0,0,0,4,2,1,high standard,apartment building,2019,,1,0,1,,0,,,0,0,agency,2020-01-30,Obornicka,,Psie pole
1950,44,44.3181818181818,1,0,0,0,0,0,0,3,2,,,apartment building,2019,1,,0,1,,0,,,0,0,agency,2020-01-20,Obornicka,,Psie pole
1950,44,44.3181818181818,1,0,0,0,0,0,0,5,2,1,,apartment building,2020,1,1,0,0,,0,,,0,0,agency,2021-06-24,Słonimskiego,,Śródmieście
1950,44,44.3181818181818,0,0,0,0,0,0,0,5,2,,,,,1,1,0,0,,0,,,0,0,agency,2018-05-27,,,Stare miasto
1950,44,44.3181818181818,0,0,0,0,0,0,0,2,2,1,,block of flats,1965,,,0,1,,0,,,0,0,agency,2013-02-07,,,Stare miasto
1950,45,43.3333333333333,1,0,0,0,0,1,0,0,2,,high standard,,,,,0,1,,0,,,0,0,agency,2022-07-02,Szewczenki,Zgorzelisko,Psie pole
1950,45,43.3333333333333,0,0,0,1,0,0,0,1,2,,very good,,,,,0,1,,0,,,0,0,agency,2021-07-29,,Zgorzelisko,Psie pole
1950,45,43.3333333333333,0,0,0,1,0,0,0,0,2,,very good,,,,,0,1,,0,,,0,0,agency,2020-12-31,,Zgorzelisko,Psie pole
1950,45,43.3333333333333,1,0,0,0,0,0,0,3,2,,very good,apartment building,2017,,,0,1,,0,,,0,0,agency,2021-06-22,,Żerniki,Fabryczna
1950,45,43.3333333333333,0,0,1,0,0,0,0,8,2,1,,,1970,1,1,0,0,,0,,,0,0,agency,2021-08-09,,Powstańców śląskich,Krzyki
1950,45,43.3333333333333,1,0,0,0,0,0,0,1,2,1,high standard,,2019,1,1,0,1,,0,,,0,0,private,2019-11-27,Kowarzyka,,Psie pole
1950,45,43.3333333333333,0,0,0,0,0,0,0,1,2,,,,,,1,0,1,,0,,,0,0,agency,2020-06-20,Odrzańska,,Stare miasto
1950,45,43.3333333333333,0,0,0,0,0,0,0,1,2,,,,,1,1,0,1,,0,,,0,0,agency,2020-08-04,Śrutowa,,Śródmieście
1950,45,43.3333333333333,1,0,1,0,0,0,0,7,2,,high standard,apartment building,2014,1,,0,1,,0,,,0,0,agency,2017-09-02,Świstackiego,,Stare miasto
1950,45,43.3333333333333,0,0,0,0,0,0,0,1,2,,very good,,,,,0,1,,0,,,0,0,agency,2021-06-05,Więzienna,,Stare miasto
1950,45,43.3333333333333,1,0,0,0,0,0,0,1,2,1,,,,1,1,0,0,,0,,,0,0,agency,2020-02-26,Zakładowa,,Śródmieście
1950,45,43.3333333333333,1,0,0,0,0,0,0,2,2,,,,,1,1,0,1,,0,,,0,0,agency,2020-02-24,Zakładowa,,Śródmieście
1950,45,43.3333333333333,0,0,1,0,0,0,0,4,2,1,very good,townhouse,1922,,1,0,1,,0,,,0,0,agency,2021-08-08,,,
1950,45,43.3333333333333,0,0,0,0,0,0,0,1,2,,very good,,,,,0,1,,0,,,0,0,agency,2021-06-06,,,
1950,45,43.3333333333333,1,0,0,0,0,0,0,3,2,,,,2015,1,,0,1,,0,,,0,0,agency,2016-06-20,,,Stare miasto
1950,45.18,43.1606905710491,1,0,0,0,0,0,0,2,2,1,good,,2009,1,,1,0,,0,,,0,0,agency,2018-09-23,Kamienna,,Krzyki
1950,46,42.3913043478261,1,0,1,0,0,0,0,2,3,1,,,,,1,0,1,,0,,,0,0,agency,2019-09-16,Grabiszyńska,,Fabryczna
1950,46,42.3913043478261,0,0,0,0,0,0,0,3,2,,,,,,1,0,0,,0,,,0,0,agency,2020-08-13,Nasturcjowa,,Fabryczna
1950,46,42.3913043478261,0,0,0,0,0,0,0,1,2,,high standard,block of flats,1969,1,,0,0,,0,,,0,0,agency,2020-09-27,Zielińskiego,,Krzyki
1950,46,42.3913043478261,0,0,0,0,0,0,0,6,2,1,very good,apartment building,2011,,,0,1,,0,,,0,0,agency,2013-08-15,,,Stare miasto
1950,46.58,41.8634607127523,0,0,0,0,0,0,0,5,2,1,,,2010,1,1,0,0,,0,,,0,0,agency,2020-10-12,Inżynierska,,Fabryczna
1950,47,41.4893617021277,1,0,0,0,0,0,0,2,2,,very good,apartment building,2010,1,,0,1,,0,,,0,0,agency,2013-11-27,Grabiszyńska,Oporów,Fabryczna
1950,47,41.4893617021277,0,0,0,0,0,0,0,2,2,,good,block of flats,1970,,1,1,0,,0,,,0,0,agency,2022-09-14,Srebrny,Grabiszyn-Grabiszynek,Fabryczna
1950,47,41.4893617021277,1,0,0,0,0,0,0,5,2,,,,,,,0,0,,0,,,0,0,agency,2018-02-16,Szybowcowa,Gądów mały,Fabryczna
1950,47,41.4893617021277,1,0,1,0,0,0,0,1,2,1,,,1980,,1,0,0,1,0,1,,0,0,agency,2021-07-18,Górnickiego,,Śródmieście
